Periode,W_Long_P1,W_Short_P1,W_Long_C1,W_Short_C1,W_Long_P2,W_Short_P2,W_Long_C2,W_Short_C2
2020-01-17,-0.5717880607361137,0.5726273489672221,0.4154135687377823,-0.414030373770727,-0.1752165916506751,0.1733645175981731,0.0203955337839795,-0.0177580936253077
2020-02-21,-0.5301758264172204,0.5310010465782207,0.471298252926465,-0.4706930485498329,-0.2036439155776441,0.2018633330507561,0.011439059723818,-0.0058150043625934
2020-03-20,-0.5146067561723074,0.5173710915902326,0.4811023982640887,-0.4784430302455428,-0.363914452827658,0.3621593018421143,0.3599254664880489,-0.3544377829514395
2020-04-17,-0.5215210661365237,0.5224810537930599,0.4774135625921545,-0.4765453299453259,-0.3185814137537616,0.3171193835114538,0.2177554627692074,-0.2136051251191842
2020-05-15,-0.5390245693715335,0.5405187670617303,0.4458121525412791,-0.4446978369990758,-0.3290884929510229,0.3278195967616572,0.1499098211825895,-0.1459657671948608
2020-06-19,-0.4848353572380912,0.4860172733170511,0.5093928010990841,-0.5080356645588118,-0.3005812765015295,0.2968283346386937,0.1419649004141902,-0.1235969556237722
2020-07-17,-0.5340307780077889,0.535113974683534,0.4594247321178727,-0.458830155043723,-0.2947342232976745,0.2936393901728817,0.1639604887891165,-0.1596411344758876
2020-08-21,-0.4976872131042615,0.4978426649809508,0.5010926244887666,-0.5009541403509911,-0.2302179472626339,0.228618453971602,0.0613867820359825,-0.0575524789446521
2020-09-18,-0.554086540484493,0.5553464569810128,0.4508153463026725,-0.4501625011436752,-0.2834853759104753,0.281907521888414,0.1539713383712582,-0.150750727070284
2020-10-16,-0.5083427812737606,0.5089683456729277,0.4843774339066324,-0.4837253621805112,-0.3136895812630265,0.3121327273407168,0.1394538718243319,-0.1345479643032361
2020-11-20,-0.5719970730213578,0.5759244883885482,0.4076645682333285,-0.403797328679516,-0.2463556838118257,0.2433170652038293,0.1138329706777688,-0.1088204471910429
2020-12-18,-0.5978718425020084,0.6014240229872453,0.4171906053009392,-0.4156962486430256,-0.2225304636896394,0.2196372974606019,0.1022256431757003,-0.097602342952449
2021-01-15,-0.5431075991676573,0.5440054646255792,0.4450010027223285,-0.4440069728912518,-0.2653911004429957,0.2638771482995211,0.0797803789924486,-0.0760390774712827
2021-02-19,-0.5862704429276101,0.5880694016278878,0.3997437852289209,-0.3982262852156939,-0.2486599538381757,0.2471539385774226,0.0389344051971394,-0.0354667865588479
2021-03-19,-0.573605742695678,0.5764281895226597,0.4125261647362804,-0.4109711813895416,-0.2297723474975412,0.2271323179741955,0.0541212765194921,-0.0499676446870738
2021-04-16,-0.5247159846524148,0.52513468820041,0.4694029797165671,-0.4688027646144516,-0.1988796829308501,0.1978526707163055,0.0668994543118094,-0.0646540528152067
2021-05-21,-0.600955676263921,0.6035920324319676,0.4005732825540896,-0.3993020551452134,-0.193910702332745,0.1916704911375345,0.0373956347103452,-0.033152170718395
