Periode,W_Long_P1,W_Short_P1,W_Long_C1,W_Short_C1,W_Long_P2,W_Short_P2,W_Long_C2,W_Short_C2
2021-09-17,0.00576406359018165,3.466513456922243e-06,0.00014491458938613414,0.00013206103657872705,1.6671834026862242e-06,0.023256204861702254,2.02779736845152e-05,0.002531792273473525
2021-10-15,0.010109555344732079,0.0,0.00445297841178604,0.0,6.264082901249594e-07,0.01332738950162673,1.3420620095354227e-05,0.0002530084127061358
2021-11-19,0.0,0.000129368524633264,0.0,0.00011855368147320241,0.0,3.17343786268e-05,0.0,0.02470927041097932
2021-12-17,0.00776723061903384,0.0,0.0006081502021642411,0.0008043378027676497,4.381674454048277e-07,0.013284045265302219,0.00035712765262457976,0.0
2022-01-21,0.00605732104678218,8.074118102579e-05,3.1339080277776495e-07,0.0028746510388920838,2.1905095814529347e-07,0.01819616719370604,0.0007104600567082977,0.00013051812499565
2022-02-18,0.0047200583548060605,3.478279026434807e-07,0.00014465112642006922,0.0034491294011363936,1.2385716061270943e-06,0.022324468582761332,0.00035080018675451974,0.0005516801810591301
2022-03-18,0.01432588831209168,0.0,0.010159031748248119,0.0,8.305357091532842e-07,0.00502194068273412,4.782452616932199e-07,0.00106736233597241
2022-04-14,0.004894290019233138,3.3521951017277495e-05,0.00025024633484660127,0.0034314684048398296,4.4691384335935896e-07,0.00974668811096556,0.0008480740520428401,0.0
2022-05-20,0.0,0.00420297300630219,0.0,0.0,0.0,0.0,0.0,0.02178113994199603
2022-06-17,0.0,0.00031212782736701,0.0,0.00043474114293173,0.0,0.00233390238705652,0.0,0.021045221052934472
2022-07-15,0.00609393754019495,1.1005381728920001e-05,0.001388242129936735,0.0008397832110815936,5.79400040708902e-07,0.01369662588679777,0.00020714167651832597,0.00098186516710304
2022-08-19,0.0028408641114330796,0.00116229767310083,0.0008425243564149273,0.003083613260979289,9.191155598614814e-07,0.01050087912158531,0.0003364673617053322,0.0014361853200700002
2022-09-16,0.000131899732351234,2.439693082783e-05,1.1039060789338543e-07,0.0023086039412750273,0.0,0.01128421968293413,1.4543363399434962e-06,0.0056880153295654
2022-10-21,0.004537925037948283,0.00074972443644178,0.005901721845791524,0.0,0.00097833979759143,0.00215671808695896,0.00017183035062007,0.0016470801007645755
2022-11-18,0.0012328244252230599,0.00010968677511946187,0.0007576559318373523,0.0003466308376144729,8.46490275751831e-07,0.01080029329957277,8.923830898457394e-07,0.01126282889135849
2022-12-16,0.0,4.450852322941981e-05,0.0,2.0068679425896503e-05,0.0,0.02165472881155987,0.0,6.029492584143447e-06
2023-01-20,0.00638544983513456,0.0,0.00594166501699407,0.0,0.00010468596166831939,0.0012545148357481,3.652737620315803e-05,0.00047267330164775534
2023-02-17,0.0,0.00011032482013921489,0.0,0.00013515217904759715,0.0,8.968494516770633e-05,0.0,0.02078890446009024
2023-03-17,0.00264655673758023,0.00021957279468601777,5.391713312755525e-07,0.00352394512807385,2.9284557214197925e-07,0.0060327032859507496,0.00113019508944384,7.139818340037346e-05
2023-04-21,0.0,0.00011250173553229558,0.0,0.0001544638379601899,0.0,1.038082858295e-05,0.0,0.021945439725505382
2023-05-19,0.0,0.00018380193393858,0.0,0.00023075458755245,0.0,0.00198364273535188,0.0,0.01791331615462206
2023-06-16,0.0,6.389537888321279e-05,0.0,8.986220112416135e-05,0.0,0.004128610686840873,0.0,0.01639028967346031
2023-07-21,0.0,0.0005624376357381979,0.0,0.003347664862335002,0.0,3.173021098998339e-06,0.0,0.016641169095095852
2023-08-18,0.0,0.00295573181174962,0.0,0.0,0.0,0.0,0.0,0.01846894695698584
2023-09-15,0.00571954235411511,0.0,0.00413960672070306,3.073237086025e-05,1.2167054455479743e-06,0.00352164576391645,1.3217991371307909e-05,0.0015654629150851855
2023-10-20,0.00476250956068459,8.092503049185e-05,0.0015267721788623837,0.00210984534208224,4.0283504850324616e-07,0.00977245870536472,0.00043774829966161996,0.00011989702239222147
2023-11-17,0.0,0.00016091570358808,0.0,0.00025501859405328,0.0,0.0,0.0,0.01998058555092481
2023-12-15,0.0,0.003122492649945323,0.0,0.0018385577682829828,0.0,8.504716134779841e-07,0.0,0.01685735389563682
2024-01-19,0.00623760662782767,0.0,0.006254773695316271,0.0,1.3054449185023199e-06,0.0029348445124794103,5.93544869100688e-07,0.00019283103990175285
2024-02-16,0.0020599452323362003,1.8730828753497495e-05,0.0003873867479145045,0.0006628733905917896,1.3669334991689322e-07,0.00518092519809037,8.269782536881999e-05,0.008126281877226391
2024-03-15,0.0017492434300816421,0.0008784599146721099,0.00045900533074664786,0.0018493312190156499,4.6672548035496036e-05,0.00514537652066411,8.735637713415487e-05,3.933642871402791e-05
2024-04-19,0.0013704937720269786,0.0002934100393889437,0.0006146726139645696,0.00125713785401687,0.0,0.00427545654992442,0.0001038008643049972,4.521042846357601e-05
2024-05-17,0.0,0.00016252207815870343,0.0,0.0005266925111852699,0.0,0.0,0.0,0.01973973204655116
2024-06-21,0.0,0.00012637736785814146,0.0,0.00015641864802156416,0.0,0.00407358148869757,0.0,0.016129002343983134
2024-07-19,0.004007604302538481,0.0,0.0022685702061470098,0.0005889051783647869,4.797882728706532e-07,0.007050841596114289,1.9024059277595042e-06,0.0003175441079877903
2024-08-16,0.0,0.00012976720603088,0.0,0.00022068056668434,0.0,0.00200636297858813,0.0,0.018028402772080548
2024-09-20,0.0,0.000121017848113,0.0,0.00017971539895943,0.0,0.0,0.0,0.02064865359715912
2024-10-18,0.0004246871302418594,0.00014333942037915377,9.67322318707923e-07,0.0015553249648690246,4.740961885894427e-07,0.0111360433299105,1.1605884383874281e-06,0.006747281921855486
2024-11-15,0.00607374907796681,0.0,0.0022336494192273164,0.00104470506543027,2.7918041230632544e-07,0.00810193760751356,0.0001746983736631336,0.00125473483770294
2024-12-20,0.006299677452453691,0.0,0.0038106276690119804,6.683422870146238e-05,1.919572913361201e-06,0.00615301100781413,4.949416526832737e-05,5.4163394592526564e-05
2025-01-17,0.00755047296449764,0.0,0.007438093944045471,0.0,4.7675171312333424e-07,0.0021499518084602,3.6037652697986206e-07,0.00031718030065333
2025-02-21,0.00966799215584413,0.0,0.00692737921957864,0.0,1.2351794016207294e-06,0.0047463280544459505,8.204125463619242e-07,0.00015160728136181232
2025-03-21,0.0,0.00053993316280341,0.0,0.00156511338373716,0.0,0.0,0.0,0.01935974089717666
2025-04-17,3.776971309171e-05,0.00051124486076778,0.0,0.0009148515239700599,0.0,0.00393824920773392,0.0,0.01607755078036514
2025-05-16,0.01017091717792643,0.0,0.00603215574991203,3.119167324911418e-06,1.0452190827953097e-06,0.009120475218547081,2.114371608954669e-05,0.00099116923116068
2025-06-20,0.0,0.00013725762271282104,0.0,0.00021095304378231,0.0,5.237514109989999e-05,0.0,0.02111235013184975
2025-07-18,0.0,0.00043519722954659426,0.0,0.0008043011710735487,0.0,0.005538174942008632,0.0,0.01459699902139579
2025-08-15,0.0,0.00010094524165496271,0.0,0.00011254308772696451,0.0,1.4485220253102326e-05,0.0,0.02104781557369948
2025-09-19,0.00058305382007284,3.620376925153895e-05,0.00042049612533163,0.00010685150952136821,1.6249390958403103e-07,0.008977739764046684,0.0,0.011660625805412158
