Date,W_Long_P1,W_Short_P1,W_Long_C1,W_Short_C1,W_Long_P2,W_Short_P2,W_Long_C2,W_Short_C2
2023-11-17,0.025985140444668525,0.0,8.174915230531926e-06,0.0,0.0,0.006021183371519297,0.01205023769850095,0.0
2023-12-15,0.0,6.374172068445462e-06,0.0,8.924943279746498e-06,0.0,0.049974593303777126,0.0,0.15
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.050000006034499084,0.0,0.1499995884303737
2024-02-16,0.038823523050196505,0.0,0.03505812961485327,0.0,0.0,0.002761489589593183,0.003891833840408018,0.0
2024-03-15,0.023935954887517465,0.0,0.02108875551773259,0.0,0.0,0.004346569394791421,0.0010702910962238233,0.0
2024-04-19,0.0,0.005284816793918064,1.3994000011890169e-06,0.02409839881353739,0.0,0.011170422903614434,0.0008541702027351659,0.0
2024-05-17,1.2433847754417166e-06,0.011996181210676938,0.0,0.02373624153865136,0.0,0.011210177322998912,0.0016777041431299648,0.0
2024-06-21,0.0,0.0,0.0,0.0,1.0996644929675191e-06,0.050001678985504554,0.0,0.1499965610232213
2024-07-19,0.0,0.0,0.0,0.004523738109007939,0.0,0.04547585889257482,0.0,0.14999991178728148
2024-08-16,0.0,0.004054792326910767,0.0,0.03193356217369893,0.0,0.017658733575840618,0.0008948384460746487,0.0
2024-09-20,0.04156810588031405,0.0,0.022973357950969307,0.0,0.0,0.004908203495693652,0.006865811472492222,0.0
2024-10-18,0.05280630309318834,0.0,0.034510710646769804,0.0,0.0,0.006764680488327968,0.004040695975946103,0.0
2024-11-15,0.0,0.0,0.0,0.041469893876394576,0.0,0.04211538239337116,0.0,0.00969034390222984
2024-12-20,0.04558602206083048,0.0,0.025661818075924964,0.0,1.3111360525707598e-06,0.011222902934052318,0.0057444227158218245,0.0
2025-01-17,0.04261684170219383,0.0,0.017193837803990378,0.0,0.0,0.012100992855826758,0.006140756408185828,0.0
2025-02-21,0.029296243587130406,0.0,0.01748784652231477,0.0,0.0,0.00947940279869187,0.005099016343628231,0.0
2025-03-21,0.04431093118868982,0.0,0.017620644958321514,0.0,0.0,0.00777879514534519,0.005657829560923057,0.0
2025-04-17,0.0,3.316251072890091e-06,0.0,1.3244169015872623e-06,0.0,0.05008817315215089,0.0,0.14990177843246635
2025-05-16,0.018487365566872787,0.0,0.0,0.03774647302752126,0.004420007929845603,0.0,0.038646674589610186,0.0
2025-06-20,0.04723162215308387,0.0,0.027566120312221096,0.0,0.0,0.007919840756033527,0.005595386895164865,0.0
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.05000075389156321,0.0,0.14999897310849744
2025-08-15,0.0,0.0,0.0,2.0769826773147256e-06,0.0,0.04999699322115588,0.0,0.14999970745954586
2025-09-19,0.0,0.0,0.0,0.0,0.0,0.04999995957150307,0.0,0.14999960155172334
2025-10-17,0.0,0.0,0.0,0.032833178672691976,0.0,0.03715097171632362,0.0,0.00458298456432854
